epoch,train_task_loss,train_grad_norm,val_task_loss,val_task_mae,val_task_r2
1.0,0.37946653366088867,3.1139416694641113,0.262442022562027,0.4123115443973802,-0.13551602668269266
2.0,0.2752605378627777,2.5950329303741455,0.21106573939323425,0.3596135592600331,0.09174394429054031
3.0,0.22150880098342896,1.6621301174163818,0.1803855299949646,0.33119686209596694,0.22588396918001977
4.0,0.17663536965847015,1.3309237957000732,0.15770123898983002,0.31310706548625605,0.3226901331181143
5.0,0.14621324837207794,0.5265827775001526,0.14834696054458618,0.30662388155935333,0.36117037265061464
6.0,0.1372196525335312,0.9362162351608276,0.13967476785182953,0.2961977666802704,0.39790365565174424
7.0,0.12838563323020935,0.6896409392356873,0.13496102392673492,0.2900672047142871,0.4167982315849361
8.0,0.12085260450839996,0.5829460024833679,0.13170713186264038,0.28678506481228394,0.42894950241178564
9.0,0.1161741390824318,0.3101004958152771,0.1313469558954239,0.28670923283323646,0.429049575940998
10.0,0.11582870036363602,0.5901421308517456,0.13005605340003967,0.28507785516558215,0.43416468022059174
11.0,0.11284083873033524,0.4962345361709595,0.1278059184551239,0.28305940341670066,0.4437620924018459
12.0,0.10875383019447327,0.4530270993709564,0.12431091070175171,0.28001855813432486,0.4588870912931867
13.0,0.10519649088382721,0.27767762541770935,0.12193543463945389,0.27844320331932976,0.4693254901887608
14.0,0.10359680652618408,0.24107493460178375,0.12099403142929077,0.2778420174936764,0.47379508958460387
15.0,0.10323809087276459,0.40332379937171936,0.11965324729681015,0.2763690817379393,0.4801737232188891
16.0,0.10191783308982849,0.28999724984169006,0.11887869238853455,0.27541265420848504,0.48393639907175495
17.0,0.10080699622631073,0.2631099224090576,0.11866450309753418,0.274777973163873,0.4851810353149162
18.0,0.09969707578420639,0.2091190069913864,0.1188594400882721,0.27436048943316566,0.484763563373982
19.0,0.09902044385671616,0.1587654948234558,0.11920322477817535,0.2740919147594832,0.483768009536517
20.0,0.09881658107042313,0.27209538221359253,0.11877905577421188,0.273355586505495,0.4860364459602907
21.0,0.09799733757972717,0.23228901624679565,0.1180071234703064,0.27298367928015066,0.4897727684722962
22.0,0.09682220965623856,0.24125389754772186,0.11698350310325623,0.2722613015328534,0.4951027633852897
23.0,0.09512359648942947,0.15698546171188354,0.11641117185354233,0.27210168234305454,0.4988889321042005
24.0,0.09384158998727798,0.15322157740592957,0.11608466506004333,0.2720848974678665,0.5013321982158107
25.0,0.09247947484254837,0.19794079661369324,0.11559092998504639,0.27158285699551926,0.5041096368595446
26.0,0.0916740670800209,0.16041874885559082,0.11559831351041794,0.2712253691023216,0.5049025929378613
27.0,0.09063529968261719,0.1836136281490326,0.11612794548273087,0.2710688790795393,0.5039982624968984
28.0,0.089227594435215,0.1006128117442131,0.11687096953392029,0.27112069332739336,0.5019155863221932
29.0,0.08819244801998138,0.09958291053771973,0.11765819042921066,0.2719488007412292,0.4993334072434095
30.0,0.08719369769096375,0.17374645173549652,0.11854854226112366,0.2725762355164625,0.49706344386685536
31.0,0.08607950061559677,0.12209556996822357,0.11951747536659241,0.2733821405982599,0.4946216591646455
32.0,0.08502371609210968,0.15228866040706635,0.12004722654819489,0.27440380002139136,0.49357016079582194
33.0,0.08371223509311676,0.05515684187412262,0.12098579108715057,0.2756370707810856,0.49097483250290425
34.0,0.08279246091842651,0.09623006731271744,0.12260261178016663,0.27701892642769965,0.48610170431934224
35.0,0.08150891959667206,0.12464936822652817,0.12412331998348236,0.2786453767633066,0.48144895743389515
36.0,0.08032643049955368,0.12041038274765015,0.12541522085666656,0.27995972010772674,0.4775889806530689
37.0,0.07912414520978928,0.10694188624620438,0.12736397981643677,0.2820072364504449,0.4712730416698575
38.0,0.07823342829942703,0.08806480467319489,0.12827467918395996,0.283119388143532,0.46886179869300804
39.0,0.0766666904091835,0.0801590234041214,0.1288633644580841,0.28401731250807644,0.46751858291176973
40.0,0.0763019248843193,0.09885621815919876,0.13019193708896637,0.2857005578908138,0.46329218141587136
41.0,0.07457025349140167,0.14291730523109436,0.13089679181575775,0.2866709188418463,0.4612964359964846
42.0,0.07261373102664948,0.07806801050901413,0.13327069580554962,0.28906225273618474,0.45309624998243764
43.0,0.07169210910797119,0.08333057910203934,0.13506875932216644,0.29083151820348574,0.44666527130516026
44.0,0.06990917026996613,0.08217261731624603,0.13647443056106567,0.2924373900098726,0.4413847782068482
45.0,0.06930466741323471,0.07939634472131729,0.13799844682216644,0.2944940046989359,0.43533174774766126
