display_name,family,variant,seed,experiment,target_column,feature_bundle,anchor_proxy_name,anchor_expected_sign,proxy_index,proxy_name,expected_sign,rho,p_value,adjusted_rho,metric_valid
CMDL,cmdl,,0,economics_cmdl_seed0,ctfp,effective_labor_aware,proxy_effective_labor_anchor,-1.0,1,effective_labor_anchor,-1.0,0.15897643619456875,0.13902434130111596,-0.15897643619456875,True
CMDL,cmdl,,0,economics_cmdl_seed0,ctfp,effective_labor_aware,proxy_effective_labor_anchor,-1.0,2,employment_level,-1.0,0.13985065689831286,0.1937538162374731,-0.13985065689831286,True
CMDL,cmdl,,0,economics_cmdl_seed0,ctfp,effective_labor_aware,proxy_effective_labor_anchor,-1.0,3,hc_level,-1.0,-0.8064175266809906,2.5273909837157118e-21,0.8064175266809906,True
CMDL,cmdl,,0,economics_cmdl_seed0,ctfp,effective_labor_aware,proxy_effective_labor_anchor,-1.0,4,hc_trend,-1.0,-0.10080659363882921,0.35003992630400516,0.10080659363882921,True
CMDL,cmdl,,1,economics_cmdl_seed1,ctfp,effective_labor_aware,proxy_effective_labor_anchor,-1.0,1,effective_labor_anchor,-1.0,0.1483920960867881,0.16765136420612078,-0.1483920960867881,True
CMDL,cmdl,,1,economics_cmdl_seed1,ctfp,effective_labor_aware,proxy_effective_labor_anchor,-1.0,2,employment_level,-1.0,0.14122433165439754,0.1893690570358252,-0.14122433165439754,True
CMDL,cmdl,,1,economics_cmdl_seed1,ctfp,effective_labor_aware,proxy_effective_labor_anchor,-1.0,3,hc_level,-1.0,-0.40824557077947243,7.867303720391475e-05,0.40824557077947243,True
CMDL,cmdl,,1,economics_cmdl_seed1,ctfp,effective_labor_aware,proxy_effective_labor_anchor,-1.0,4,hc_trend,-1.0,-0.3219506181536403,0.00222178127634909,0.3219506181536403,True
CMDL,cmdl,,2,economics_cmdl_seed2,ctfp,effective_labor_aware,proxy_effective_labor_anchor,-1.0,1,effective_labor_anchor,-1.0,0.3557641506111092,0.0006697898216469199,-0.3557641506111092,True
CMDL,cmdl,,2,economics_cmdl_seed2,ctfp,effective_labor_aware,proxy_effective_labor_anchor,-1.0,2,employment_level,-1.0,0.30152160896058616,0.0043058303548398034,-0.30152160896058616,True
CMDL,cmdl,,2,economics_cmdl_seed2,ctfp,effective_labor_aware,proxy_effective_labor_anchor,-1.0,3,hc_level,-1.0,-0.5172237680955233,2.4736763510636655e-07,0.5172237680955233,True
CMDL,cmdl,,2,economics_cmdl_seed2,ctfp,effective_labor_aware,proxy_effective_labor_anchor,-1.0,4,hc_trend,-1.0,0.7987918706632384,1.1198888072328368e-20,-0.7987918706632384,True
CMDL,cmdl,,3,economics_cmdl_seed3,ctfp,effective_labor_aware,proxy_effective_labor_anchor,-1.0,1,effective_labor_anchor,-1.0,-0.13743792046775388,0.20163166796866858,0.13743792046775388,True
CMDL,cmdl,,3,economics_cmdl_seed3,ctfp,effective_labor_aware,proxy_effective_labor_anchor,-1.0,2,employment_level,-1.0,-0.15219611848825335,0.1569004327860722,0.15219611848825335,True
CMDL,cmdl,,3,economics_cmdl_seed3,ctfp,effective_labor_aware,proxy_effective_labor_anchor,-1.0,3,hc_level,-1.0,-0.06005424254165054,0.5783436784248946,0.06005424254165054,True
CMDL,cmdl,,3,economics_cmdl_seed3,ctfp,effective_labor_aware,proxy_effective_labor_anchor,-1.0,4,hc_trend,-1.0,0.43173893135148467,2.6699826597898835e-05,-0.43173893135148467,True
CMDL,cmdl,,4,economics_cmdl_seed4,ctfp,effective_labor_aware,proxy_effective_labor_anchor,-1.0,1,effective_labor_anchor,-1.0,0.9158007819379382,7.943182863662755e-36,-0.9158007819379382,True
CMDL,cmdl,,4,economics_cmdl_seed4,ctfp,effective_labor_aware,proxy_effective_labor_anchor,-1.0,2,employment_level,-1.0,0.9040541016519321,1.6962216125600715e-33,-0.9040541016519321,True
CMDL,cmdl,,4,economics_cmdl_seed4,ctfp,effective_labor_aware,proxy_effective_labor_anchor,-1.0,3,hc_level,-1.0,-0.3251382480363496,0.0019955198711001996,0.3251382480363496,True
