epoch,train_total_loss,train_task_loss,train_recon_loss,train_omega_entropy_penalty,train_omega_entropy_band_violation_share,train_z_anchor_loss,train_grad_norm,val_total_loss,val_task_loss,val_recon_loss,val_omega_entropy_penalty,val_omega_entropy_band_violation_share,val_z_anchor_loss,val_kstar_mae,val_kstar_rmse,val_kstar_spearman_rho,val_kstar_spearman_p,val_z_spearman_rho,val_z_spearman_p,val_proxy_recon_r2,val_omega_entropy_mean,val_omega_peak_accuracy
1.0,0.5586593747138977,0.5149193406105042,0.43740034103393555,0.0,0.0,0.0,3.8580424785614014,0.38608843088150024,0.3468775749206543,0.3921085596084595,0.0,0.0,0.0,1.625,2.0248456731316584,0.0,1.0,0.9849906191369607,1.32962748239926e-30,-9.807729242287479,2.302585112404076,0.0
2.0,0.3851340413093567,0.3418516516685486,0.43282389640808105,0.0,0.0,0.0,2.814594268798828,0.3130035102367401,0.2740933895111084,0.3891013264656067,0.0,0.0,0.0,1.625,2.0248456731316584,0.0,1.0,0.9853658536585368,8.245565746630676e-31,-9.753624311993043,2.302585112404076,0.0
3.0,0.2868185341358185,0.24394644796848297,0.42872074246406555,0.0,0.0,0.0,2.301762342453003,0.24222739040851593,0.20346519351005554,0.3876219689846039,0.0,0.0,0.0,1.625,2.0248456731316584,0.0,1.0,0.9853658536585368,8.245565746630676e-31,-9.723797432080525,2.302585112404076,0.0
4.0,0.20872516930103302,0.16605304181575775,0.4267212748527527,0.0,0.0,0.0,1.2285637855529785,0.19871212542057037,0.16002926230430603,0.38682860136032104,0.0,0.0,0.0,1.625,2.0248456731316584,0.0,1.0,0.9853658536585368,8.245565746630676e-31,-9.705154898238936,2.302585112404076,0.0
5.0,0.16723275184631348,0.12466554343700409,0.4256719946861267,0.0,0.0,0.0,1.2818480730056763,0.1766849160194397,0.138120636343956,0.38564276695251465,0.0,0.0,0.0,1.625,2.0248456731316584,0.0,1.0,0.9853658536585368,8.245565746630676e-31,-9.682029858731728,2.302585112404076,0.0
6.0,0.1468730866909027,0.10448035597801208,0.4239272475242615,0.0,0.0,0.0,0.9152641296386719,0.16581544280052185,0.12731605768203735,0.3849937915802002,0.0,0.0,0.0,1.625,2.0248456731316584,0.0,1.0,0.9853658536585368,8.245565746630676e-31,-9.664360818017702,2.302585112404076,0.0
7.0,0.13365532457828522,0.09134463965892792,0.4231067895889282,0.0,0.0,0.0,0.665479302406311,0.16541153192520142,0.12695558369159698,0.3845594525337219,0.0,0.0,0.0,1.625,2.0248456731316584,0.0,1.0,0.9849906191369607,1.32962748239926e-30,-9.647590204270548,2.302585112404076,0.0
8.0,0.12830325961112976,0.08602949231863022,0.42273765802383423,0.0,0.0,0.0,0.6104893088340759,0.16549134254455566,0.12711991369724274,0.3837142586708069,0.0,0.0,0.0,1.625,2.0248456731316584,0.0,1.0,0.9849906191369607,1.32962748239926e-30,-9.626770687616766,2.302585112404076,0.0
9.0,0.1278667449951172,0.08570532500743866,0.4216141700744629,0.0,0.0,0.0,0.5381049513816833,0.16099704802036285,0.12269855290651321,0.3829849362373352,0.0,0.0,0.0,1.625,2.0248456731316584,0.0,1.0,0.9849906191369607,1.32962748239926e-30,-9.607920552262884,2.302585112404076,0.0
10.0,0.1277713179588318,0.08570694923400879,0.4206436276435852,0.0,0.0,0.0,0.7461644411087036,0.15154322981834412,0.11329219490289688,0.3825102746486664,0.0,0.0,0.0,1.625,2.0248456731316584,0.0,1.0,0.9861163227016887,3.0523231870299775e-31,-9.59105757754227,2.302585112404076,0.0
11.0,0.12407936155796051,0.08206262439489365,0.42016738653182983,0.0,0.0,0.0,0.4488997757434845,0.142344132065773,0.10413657128810883,0.38207554817199707,0.0,0.0,0.0,1.625,2.0248456731316584,0.0,1.0,0.9861163227016887,3.0523231870299775e-31,-9.575785036342271,2.302585112404076,0.0
12.0,0.12113593518733978,0.07916731387376785,0.4196862578392029,0.0,0.0,0.0,0.44437775015830994,0.13485167920589447,0.09670224785804749,0.38149428367614746,0.0,0.0,0.0,1.625,2.0248456731316584,0.0,1.0,0.9861163227016887,3.0523231870299775e-31,-9.56085370664238,2.302585112404076,0.0
13.0,0.11863122880458832,0.0767502561211586,0.4188097417354584,0.0,0.0,0.0,0.3119445741176605,0.13129094243049622,0.0932004302740097,0.3809051513671875,0.0,0.0,0.0,1.625,2.0248456731316584,0.0,1.0,0.9861163227016887,3.0523231870299775e-31,-9.547875785277022,2.302585112404076,0.0
14.0,0.11722838878631592,0.07545171678066254,0.41776666045188904,0.0,0.0,0.0,0.4372793734073639,0.1293155401945114,0.09126071631908417,0.3805481791496277,0.0,0.0,0.0,1.625,2.0248456731316584,0.0,1.0,0.9861163227016887,3.0523231870299775e-31,-9.538410300273776,2.302585112404076,0.0
15.0,0.11533786356449127,0.07363179326057434,0.4170606732368469,0.0,0.0,0.0,0.29829832911491394,0.12890176475048065,0.090864397585392,0.3803737163543701,0.0,0.0,0.0,1.625,2.0248456731316584,0.0,1.0,0.9861163227016887,3.0523231870299775e-31,-9.532291047770855,2.302585112404076,0.0
16.0,0.1137392669916153,0.07208146154880524,0.4165779948234558,0.0,0.0,0.0,0.2710910439491272,0.12912532687187195,0.09109029918909073,0.3803502321243286,0.0,0.0,0.0,1.625,2.0248456731316584,0.0,1.0,0.9861163227016887,3.0523231870299775e-31,-9.530090550333343,2.302585112404076,0.0
17.0,0.11273714900016785,0.0711178407073021,0.41619303822517395,0.0,0.0,0.0,0.2356884777545929,0.12948179244995117,0.09142947196960449,0.3805232048034668,0.0,0.0,0.0,1.625,2.0248456731316584,0.0,1.0,0.9861163227016887,3.0523231870299775e-31,-9.532031079125987,2.302585112404076,0.0
18.0,0.112546905875206,0.0709463357925415,0.4160057306289673,0.0,0.0,0.0,0.2032410353422165,0.12992285192012787,0.09184347838163376,0.3807936906814575,0.0,0.0,0.0,1.625,2.0248456731316584,0.0,1.0,0.9864915572232646,1.8194801790039136e-31,-9.532350760153465,2.302585112404076,0.0
19.0,0.1123674064874649,0.07074838876724243,0.41619017720222473,0.0,0.0,0.0,0.28011971712112427,0.12976491451263428,0.0916636511683464,0.38101258873939514,0.0,0.0,0.0,1.625,2.0248456731316584,0.0,1.0,0.9864915572232646,1.8194801790039136e-31,-9.52779162531774,2.302585112404076,0.0
20.0,0.11184492707252502,0.07018431276082993,0.41660618782043457,0.0,0.0,0.0,0.20163409411907196,0.12935632467269897,0.0912310779094696,0.3812524378299713,0.0,0.0,0.0,1.625,2.0248456731316584,0.0,1.0,0.9864915572232646,1.8194801790039136e-31,-9.521867662920789,2.302585112404076,0.0
