epoch,train_total_loss,train_task_loss,train_recon_loss,train_omega_entropy_penalty,train_omega_entropy_band_violation_share,train_z_anchor_loss,train_grad_norm,val_total_loss,val_task_loss,val_recon_loss,val_omega_entropy_penalty,val_omega_entropy_band_violation_share,val_z_anchor_loss,val_kstar_mae,val_kstar_rmse,val_kstar_spearman_rho,val_kstar_spearman_p,val_z_spearman_rho,val_z_spearman_p,val_proxy_recon_r2,val_omega_entropy_mean,val_omega_peak_accuracy
1.0,0.712291419506073,0.6063808798789978,1.0591051578521729,0.0,0.0,0.0,9.0858793258667,0.45905816555023193,0.35256317257881165,1.0649499893188477,0.0,0.0,0.0,1.7786007046699523,2.0134719874637215,0.9684592511747575,1.5465510184020983e-24,0.9737335834896812,5.0033085009850033e-26,-16.878543933003467,2.038982241913367,0.025
2.0,0.46166229248046875,0.35590851306915283,1.0575379133224487,0.0,0.0,0.0,4.305922985076904,0.37993258237838745,0.27364644408226013,1.0628613233566284,0.0,0.0,0.0,1.7725715279579162,2.0062113358597777,0.9732056697749082,7.268965478075981e-26,0.9793621013133209,5.375398304237497e-28,-16.84800840677514,2.0387166606792113,0.025
3.0,0.3696199357509613,0.26407915353775024,1.0554077625274658,0.0,0.0,0.0,4.198436737060547,0.29894518852233887,0.19291096925735474,1.0603420734405518,0.0,0.0,0.0,1.7670723915100097,2.0002288882547177,0.9743448102389444,3.21564188647883e-26,0.9808630393996248,1.297110673532399e-28,-16.81301664812541,2.0389784888236284,0.025
4.0,0.2788059711456299,0.1735249161720276,1.0528104305267334,0.0,0.0,0.0,1.3262171745300293,0.2957560420036316,0.18996068835258484,1.0579534769058228,0.0,0.0,0.0,1.7625856518745422,1.995655262158569,0.9765281627950138,6.046884173627404e-27,0.9840525328330206,4.173225201370808e-30,-16.780661875675516,2.0393214901453645,0.025
5.0,0.25763189792633057,0.1525983363389969,1.0503355264663696,0.0,0.0,0.0,2.905937910079956,0.27724242210388184,0.17169640958309174,1.055459976196289,0.0,0.0,0.0,1.7581217885017395,1.9913496454623538,0.9765281627950138,6.046884173627404e-27,0.9836772983114449,6.471044880747564e-30,-16.747528123204614,2.039692020873333,0.025
6.0,0.22909922897815704,0.1243247389793396,1.047744870185852,0.0,0.0,0.0,2.608483076095581,0.24590861797332764,0.14062847197055817,1.0528013706207275,0.0,0.0,0.0,1.753921902179718,1.9876860060293435,0.9778571600030559,2.0209552401492456e-27,0.9851782363977488,1.0486640589814802e-30,-16.713068375362145,2.040106478282754,0.025
7.0,0.19834169745445251,0.09384448826313019,1.0449721813201904,0.0,0.0,0.0,0.5673602819442749,0.24306578934192657,0.13805051147937775,1.0501527786254883,0.0,0.0,0.0,1.7502750873565673,1.9847567753225561,0.9791861572110981,6.30667137789116e-28,0.9868667917448407,1.0687951445567028e-31,-16.67885314077643,2.0403758056729417,0.025
8.0,0.20204664766788483,0.0978258028626442,1.0422084331512451,0.0,0.0,0.0,2.0504443645477295,0.23826414346694946,0.13351820409297943,1.047459363937378,0.0,0.0,0.0,1.7467365622520448,1.9823458958111668,0.9791861572110981,6.30667137789116e-28,0.9868667917448407,1.0687951445567028e-31,-16.644885552881316,2.0405573788841265,0.025
9.0,0.2001674622297287,0.09622853249311447,1.0393892526626587,0.0,0.0,0.0,2.1187143325805664,0.22601914405822754,0.12153974175453186,1.0447940826416016,0.0,0.0,0.0,1.7431723952293396,1.9802760150804082,0.9791861572110981,6.30667137789116e-28,0.9872420262664166,6.181624609299059e-32,-16.61200220393784,2.040550616304379,0.025
10.0,0.18739627301692963,0.08373694866895676,1.0365931987762451,0.0,0.0,0.0,0.8025718331336975,0.22817784547805786,0.12396617978811264,1.042116641998291,0.0,0.0,0.0,1.7396130442619324,1.978563741809473,0.9791861572110981,6.30667137789116e-28,0.9872420262664166,6.181624609299059e-32,-16.579511034936036,2.0402889122312837,0.025
