epoch,train_task_loss,train_grad_norm,val_task_loss,val_task_mae,val_task_r2
1.0,0.5277665853500366,3.5938737392425537,0.3909337520599365,0.49573359147412704,-0.9063262605275263
2.0,0.3478710949420929,2.6385083198547363,0.3359827995300293,0.4569562912848778,-0.6355713826969551
3.0,0.23900237679481506,1.696603536605835,0.2811594009399414,0.41796223905636,-0.3647342886925802
4.0,0.1742139458656311,0.8531319499015808,0.24807870388031006,0.3944895315845497,-0.20159920390048103
5.0,0.14469774067401886,0.6738961935043335,0.22871318459510803,0.38097208394203336,-0.1069991943571823
6.0,0.13244064152240753,0.7088046669960022,0.2144629806280136,0.36914505610009657,-0.03576769557972188
7.0,0.1265227049589157,0.6236388683319092,0.20401355624198914,0.36062382493168116,0.014820585685492322
8.0,0.12158142030239105,0.5729596018791199,0.19378642737865448,0.3512624510237947,0.0634751928564931
9.0,0.11619853973388672,0.5006040930747986,0.1858454793691635,0.34326319948770107,0.101706439337504
10.0,0.11146137118339539,0.36922454833984375,0.17926707863807678,0.33612171274144204,0.1337461772005967
11.0,0.10810966044664383,0.3226929306983948,0.17335806787014008,0.3296189145790413,0.16227563863100836
12.0,0.10529878735542297,0.24401748180389404,0.16845843195915222,0.32475588800851257,0.18574362966635535
13.0,0.10399369895458221,0.21612390875816345,0.16466589272022247,0.3209507771255449,0.20407248154515317
14.0,0.1031605675816536,0.25837385654449463,0.16153328120708466,0.3174592663953081,0.21941969609617812
15.0,0.1026294082403183,0.19365087151527405,0.15901821851730347,0.31441980780102313,0.23160509451535033
16.0,0.10207005590200424,0.23298516869544983,0.1566547006368637,0.3113177184108645,0.2428095006550705
17.0,0.101042240858078,0.17138740420341492,0.1548973172903061,0.30932817339431495,0.2510496798976597
18.0,0.10016337037086487,0.22128354012966156,0.1533433049917221,0.3078035637224093,0.25861156579700084
19.0,0.09918580204248428,0.18553131818771362,0.15209755301475525,0.3069346326123923,0.26491902714613
20.0,0.09809234738349915,0.15146733820438385,0.1510256677865982,0.3063143458822742,0.27031399226005937
21.0,0.09698835015296936,0.1526467204093933,0.14972242712974548,0.30542249005753547,0.27668352690615944
22.0,0.09563819319009781,0.1021089106798172,0.14847947657108307,0.3045609849668108,0.2828566377978385
23.0,0.094832643866539,0.14244906604290009,0.14731918275356293,0.30374058385612446,0.2889124878821544
24.0,0.09390586614608765,0.09088697284460068,0.14588668942451477,0.3022732303640805,0.29632949258104946
25.0,0.09277167171239853,0.120884008705616,0.14369085431098938,0.2996092872065492,0.3072652817238645
26.0,0.09180454164743423,0.06627389043569565,0.14131926000118256,0.2964482373604551,0.3190359937119077
27.0,0.09058478474617004,0.08135522156953812,0.13899902999401093,0.2935271462309174,0.3309124439138209
28.0,0.08965124934911728,0.05197513848543167,0.13672427833080292,0.2907500593317673,0.34265023947437856
29.0,0.08863626420497894,0.10394839942455292,0.13455931842327118,0.2879794006794691,0.35350064730149383
30.0,0.08823177963495255,0.08175386488437653,0.13317418098449707,0.2862687375629321,0.3608203543184646
31.0,0.08743752539157867,0.0785491019487381,0.13247358798980713,0.28544290935620664,0.3648855587685123
32.0,0.08662046492099762,0.08091609925031662,0.13229677081108093,0.2849839115329087,0.36596950023977837
33.0,0.08597017824649811,0.10023422539234161,0.13263629376888275,0.2856828339979984,0.36499195283977437
34.0,0.08453939855098724,0.06196612864732742,0.1332196742296219,0.2867642458016053,0.36260449304820463
35.0,0.0835149735212326,0.06180702522397041,0.1337687224149704,0.2876496767485514,0.3602812430725502
36.0,0.08268153667449951,0.07847338169813156,0.13448190689086914,0.2887874307925813,0.35754023680116753
37.0,0.0816369354724884,0.07683783024549484,0.13478820025920868,0.2889429160277359,0.35650929162819767
38.0,0.08067119121551514,0.06734959781169891,0.13524039089679718,0.28885534844826904,0.3549535036473453
39.0,0.07945643365383148,0.05177934840321541,0.13600490987300873,0.2891922115022317,0.3519731731657424
40.0,0.0782676413655281,0.05318222939968109,0.1371406763792038,0.29026032160269094,0.34696017207040003
41.0,0.0769282653927803,0.06471846252679825,0.1389506310224533,0.29254024653928357,0.3386879355690017
42.0,0.0756373181939125,0.0631427988409996,0.14146572351455688,0.2959384891181253,0.3270541108623829
43.0,0.07454675436019897,0.08917427808046341,0.14411257207393646,0.29937348085455595,0.3141299332809667
44.0,0.07374533265829086,0.16125178337097168,0.14856404066085815,0.3046743599278852,0.2936260122481781
45.0,0.07342937588691711,0.3377155661582947,0.14938098192214966,0.30581851037219165,0.28800118624751175
46.0,0.07220272719860077,0.4609241783618927,0.15122880041599274,0.3077810726198368,0.2807843594251386
47.0,0.07043776661157608,0.2481626570224762,0.15163427591323853,0.30826325954170897,0.27877486219608516
48.0,0.06878740340471268,0.18833468854427338,0.15144187211990356,0.30787851515458897,0.2784028433632163
49.0,0.06905218213796616,0.38244619965553284,0.15207883715629578,0.3087690089805983,0.2764876364498266
50.0,0.06738007813692093,0.22073860466480255,0.15145663917064667,0.3082294103666209,0.2792257413475387
51.0,0.06574138253927231,0.1636122316122055,0.15088975429534912,0.3072304630256258,0.2808255051365086
52.0,0.06552643328905106,0.35130244493484497,0.15148530900478363,0.3083379871374927,0.2788534264098375
