epoch,train_total_loss,train_task_loss,train_recon_loss,train_omega_entropy_penalty,train_omega_entropy_band_violation_share,train_z_anchor_loss,train_grad_norm,val_total_loss,val_task_loss,val_recon_loss,val_omega_entropy_penalty,val_omega_entropy_band_violation_share,val_z_anchor_loss,val_kstar_mae,val_kstar_rmse,val_kstar_spearman_rho,val_kstar_spearman_p,val_z_spearman_rho,val_z_spearman_p,val_proxy_recon_r2,val_omega_entropy_mean,val_omega_peak_accuracy
1.0,0.631894052028656,0.6131283640861511,0.18765699863433838,0.0,0.0,0.0,7.940196514129639,0.4850827753543854,0.46511003375053406,0.19972746074199677,0.0,0.0,0.0,2.630006158351898,2.912689345977524,-0.24580472937544107,0.12629576233084283,-0.10318949343339588,0.5263237269481004,-2.6017375048411187,1.8384481438868299,0.025
2.0,0.40302735567092896,0.38399359583854675,0.19033749401569366,0.0,0.0,0.0,3.5303103923797607,0.3779768943786621,0.3583514392375946,0.1962546408176422,0.0,0.0,0.0,2.5963984727859497,2.8822841747549606,-0.34980664989620935,0.026922104995177432,-0.20712945590994375,0.19969467511946554,-2.5447231562847574,1.8324308772026847,0.025
3.0,0.31440478563308716,0.2956686019897461,0.18736176192760468,0.0,0.0,0.0,3.5878632068634033,0.30417364835739136,0.2849714457988739,0.19202199578285217,0.0,0.0,0.0,2.5543240308761597,2.8437599434375103,-0.34753068017977007,0.028000768565266676,-0.20356472795497188,0.20771549014294044,-2.476725055995294,1.8292154716804034,0.025
4.0,0.23558685183525085,0.21721453964710236,0.18372315168380737,0.0,0.0,0.0,1.5993152856826782,0.2770008444786072,0.2581958472728729,0.18804986774921417,0.0,0.0,0.0,2.5137417316436768,2.806744205565507,-0.31675561140530867,0.046434519987901504,-0.17016885553470923,0.2938121377801263,-2.413793734349463,1.8269978299855993,0.025
5.0,0.19934339821338654,0.18131215870380402,0.18031245470046997,0.0,0.0,0.0,2.2276384830474854,0.24187296628952026,0.22348780930042267,0.18385158479213715,0.0,0.0,0.0,2.4686995148658752,2.765947303412705,-0.2237377186464864,0.16518669890429452,-0.08123827392120077,0.6182525129262063,-2.3484322731363907,1.824428728208734,0.025
6.0,0.1645951271057129,0.1469242125749588,0.1767091155052185,0.0,0.0,0.0,1.7423118352890015,0.20455288887023926,0.1865871399641037,0.17965756356716156,0.0,0.0,0.0,2.4219658613204955,2.7240537484128993,-0.08915863976138179,0.5843104441475409,0.04409005628517824,0.7870533227641349,-2.2842611260584293,1.8213607768948947,0.225
7.0,0.14041024446487427,0.12309873104095459,0.173115074634552,0.0,0.0,0.0,0.6149426102638245,0.18897582590579987,0.1714012622833252,0.17574569582939148,0.0,0.0,0.0,2.3768266797065736,2.6840664729381323,0.00860910284044419,0.9579525382825005,0.1328330206378987,0.4138712470194646,-2.225380554245205,1.8178902610348302,0.45
8.0,0.13628146052360535,0.1193043515086174,0.16977104544639587,0.0,0.0,0.0,1.460433840751648,0.17969460785388947,0.16251306235790253,0.1718153953552246,0.0,0.0,0.0,2.3299438834190367,2.643006428112128,0.1202362138805718,0.45989826393754274,0.2307692307692308,0.151957407058829,-2.167462214617728,1.8140331134909211,0.45
9.0,0.1256205290555954,0.10897912830114365,0.1664140224456787,0.0,0.0,0.0,0.8965510725975037,0.18012279272079468,0.16332867741584778,0.16794122755527496,0.0,0.0,0.0,2.2824915289878844,2.602000683803926,0.28241815524859454,0.07745105115382955,0.36416510318949347,0.02088237294593101,-2.1116722778933252,1.8098194835431087,0.45
10.0,0.11941052228212357,0.10309968888759613,0.16310834884643555,0.0,0.0,0.0,0.860314667224884,0.17011547088623047,0.15370266139507294,0.1641281247138977,0.0,0.0,0.0,2.2344703793525698,2.561117587064329,0.4596469275156697,0.002846545292291695,0.5225140712945592,0.0005428336972634518,-2.0581799816223803,1.8052159877342688,0.45
