track,variant_id,run_group,feature_bundle,max_lag,proxy_perturbation,test_mse_mean,test_mse_std,test_mse_min,test_mse_max,test_mae_mean,test_mae_std,test_mae_min,test_mae_max,test_r2_mean,test_r2_std,test_r2_min,test_r2_max,test_kstar_std_mean,test_kstar_std_std,test_kstar_std_min,test_kstar_std_max,test_kstar_proxy_spearman_adjusted_rho_mean,test_kstar_proxy_spearman_adjusted_rho_std,test_kstar_proxy_spearman_adjusted_rho_min,test_kstar_proxy_spearman_adjusted_rho_max,test_kstar_proxy_mean_spearman_adjusted_rho_mean,test_kstar_proxy_mean_spearman_adjusted_rho_std,test_kstar_proxy_mean_spearman_adjusted_rho_min,test_kstar_proxy_mean_spearman_adjusted_rho_max,test_lag_gate_sensitivity_range_mean,test_lag_gate_sensitivity_range_std,test_lag_gate_sensitivity_range_min,test_lag_gate_sensitivity_range_max,test_omega_entropy_mean_mean,test_omega_entropy_mean_std,test_omega_entropy_mean_min,test_omega_entropy_mean_max,run_count,seed_count
feature_subset,feature_subset_pca1_overlap_k2,CMDL,multiseq_overlap_pca1_region_proxy,2,none,29.863344229666048,,29.863344229666048,29.863344229666048,5.451432675123215,,5.451432675123215,5.451432675123215,0.0,,0.0,0.0,4.3773763224476135e-05,,4.3773763224476135e-05,4.3773763224476135e-05,-0.01038961038961039,,-0.01038961038961039,-0.01038961038961039,0.08051948051948052,,0.08051948051948052,0.08051948051948052,7.045269012451172e-05,,7.045269012451172e-05,7.045269012451172e-05,0.4761469945487551,,0.4761469945487551,0.4761469945487551,1,1
feature_subset,feature_subset_pca1_overlap_k2,Plain LSTM,multiseq_overlap_pca1_region_proxy,2,none,40.53332151912,,40.53332151912,40.53332151912,6.348797970052276,,6.348797970052276,6.348797970052276,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,0.6931471805599453,,0.6931471805599453,0.6931471805599453,1,1
feature_subset,feature_subset_rpcyd_fullspan_k3,CMDL,rpcyd_fullspan_region_proxy,3,none,14.171819935976755,,14.171819935976755,14.171819935976755,3.740428554633307,,3.740428554633307,3.740428554633307,0.0,,0.0,0.0,0.1913565399802221,,0.1913565399802221,0.1913565399802221,0.32857142857142857,,0.32857142857142857,0.32857142857142857,0.7493506493506493,,0.7493506493506493,0.7493506493506493,0.5182349681854248,,0.5182349681854248,0.5182349681854248,0.8339867944203563,,0.8339867944203563,0.8339867944203563,1,1
feature_subset,feature_subset_rpcyd_fullspan_k3,Plain LSTM,rpcyd_fullspan_region_proxy,3,none,9.222490486370365,,9.222490486370365,9.222490486370365,2.981170939665938,,2.981170939665938,2.981170939665938,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,1.0986122916069843,,1.0986122916069843,1.0986122916069843,1,1
feature_subset,feature_subset_rpcyd_overlap_k2,CMDL,rpcyd_overlap_region_proxy,2,none,29.59657159822333,,29.59657159822333,29.59657159822333,5.4253531240281605,,5.4253531240281605,5.4253531240281605,0.0,,0.0,0.0,2.8818598319384042e-05,,2.8818598319384042e-05,2.8818598319384042e-05,-0.4514452982495545,,-0.4514452982495545,-0.4514452982495545,-0.7599870488517679,,-0.7599870488517679,-0.7599870488517679,7.76052474975586e-05,,7.76052474975586e-05,7.76052474975586e-05,0.47615024294257324,,0.47615024294257324,0.47615024294257324,1,1
feature_subset,feature_subset_rpcyd_overlap_k2,Plain LSTM,rpcyd_overlap_region_proxy,2,none,38.37870179905864,,38.37870179905864,38.37870179905864,6.178241912985132,,6.178241912985132,6.178241912985132,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,0.6931471805599453,,0.6931471805599453,0.6931471805599453,1,1
feature_subset,feature_subset_rpcyd_ratio_overlap_k2,CMDL,rpcyd_ratio_overlap_region_proxy,2,none,31.90761377634974,,31.90761377634974,31.90761377634974,5.637332737445831,,5.637332737445831,5.637332737445831,0.0,,0.0,0.0,1.0343317280660695e-07,,1.0343317280660695e-07,1.0343317280660695e-07,0.0,,-0.0,-0.0,0.0,,-0.0,-0.0,2.384185791015625e-07,,2.384185791015625e-07,2.384185791015625e-07,0.47594915044443326,,0.47594915044443326,0.47594915044443326,1,1
feature_subset,feature_subset_rpcyd_ratio_overlap_k2,Plain LSTM,rpcyd_ratio_overlap_region_proxy,2,none,37.54932049290095,,37.54932049290095,37.54932049290095,6.108484410104298,,6.108484410104298,6.108484410104298,0.0,,0.0,0.0,0.15735021270821561,,0.15735021270821561,0.15735021270821561,-0.15041431173243225,,-0.15041431173243225,-0.15041431173243225,-0.17301993083672845,,-0.17301993083672845,-0.17301993083672845,,,,,0.6232370560198928,,0.6232370560198928,0.6232370560198928,1,1
feature_subset,feature_subset_rydgdp_ratio_overlap_k2,CMDL,rydgdp_ratio_overlap_region_proxy,2,none,31.526565004552943,,31.526565004552943,31.526565004552943,5.601272844132923,,5.601272844132923,5.601272844132923,0.0,,0.0,0.0,2.3262272028394753e-05,,2.3262272028394753e-05,2.3262272028394753e-05,-0.4514452982495545,,-0.4514452982495545,-0.4514452982495545,-0.7599870488517679,,-0.7599870488517679,-0.7599870488517679,6.330013275146484e-05,,6.330013275146484e-05,6.330013275146484e-05,0.47612260328820366,,0.47612260328820366,0.47612260328820366,1,1
feature_subset,feature_subset_rydgdp_ratio_overlap_k2,Plain LSTM,rydgdp_ratio_overlap_region_proxy,2,none,36.778445929286605,,36.778445929286605,36.778445929286605,6.040972312291463,,6.040972312291463,6.040972312291463,0.0,,0.0,0.0,0.1543033499620919,,0.1543033499620919,0.1543033499620919,-0.05096471914376255,,-0.05096471914376255,-0.05096471914376255,-0.25482359571881275,,-0.25482359571881275,-0.25482359571881275,,,,,0.6271331809072656,,0.6271331809072656,0.6271331809072656,1,1
fullspan_income,fullspan_income_k2,CMDL,single_fullspan_region_proxy,2,none,5.292231386117578,,5.292231386117578,5.292231386117578,2.250386788968056,,2.250386788968056,2.250386788968056,0.0,,0.0,0.0,5.286615640951873e-05,,5.286615640951873e-05,5.286615640951873e-05,-0.3701298701298701,,-0.3701298701298701,-0.3701298701298701,-0.774025974025974,,-0.774025974025974,-0.774025974025974,0.00015854835510253906,,0.00015854835510253906,0.00015854835510253906,0.4743459917158933,,0.4743459917158933,0.4743459917158933,1,1
fullspan_income,fullspan_income_k2,No AC Encoder,single_fullspan_region_proxy,2,none,5.279992997682991,,5.279992997682991,5.279992997682991,2.247724311692374,,2.247724311692374,2.247724311692374,0.0,,0.0,0.0,2.538667380809545e-08,,2.538667380809545e-08,2.538667380809545e-08,0.0,,-0.0,-0.0,0.0,,-0.0,-0.0,0.0,,0.0,0.0,0.4743612224086493,,0.4743612224086493,0.4743612224086493,1,1
fullspan_income,fullspan_income_k2,No Recon,single_fullspan_region_proxy,2,none,5.292231436081883,,5.292231436081883,5.292231436081883,2.250386800557848,,2.250386800557848,2.250386800557848,0.0,,0.0,0.0,5.2870469964634504e-05,,5.2870469964634504e-05,5.2870469964634504e-05,-0.3701298701298701,,-0.3701298701298701,-0.3701298701298701,-0.774025974025974,,-0.774025974025974,-0.774025974025974,0.00015854835510253906,,0.00015854835510253906,0.00015854835510253906,0.4743459934837415,,0.4743459934837415,0.4743459934837415,1,1
fullspan_income,fullspan_income_k2,Plain LSTM,single_fullspan_region_proxy,2,none,9.315891038444368,,9.315891038444368,9.315891038444368,2.998179129960518,,2.998179129960518,2.998179129960518,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,0.6931471805599453,,0.6931471805599453,0.6931471805599453,1,1
fullspan_income,fullspan_income_k2,Uniform Lag,single_fullspan_region_proxy,2,none,5.300337439039347,,5.300337439039347,5.300337439039347,2.2528406613402896,,2.2528406613402896,2.2528406613402896,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,0.00019407272338867188,,0.00019407272338867188,0.00019407272338867188,0.6931471805599453,,0.6931471805599453,0.6931471805599453,1,1
fullspan_income,fullspan_income_k3,CMDL,single_fullspan_region_proxy,3,none,14.171819935976755,,14.171819935976755,14.171819935976755,3.740428554633307,,3.740428554633307,3.740428554633307,0.0,,0.0,0.0,0.1913565399802221,,0.1913565399802221,0.1913565399802221,0.32857142857142857,,0.32857142857142857,0.32857142857142857,0.7493506493506493,,0.7493506493506493,0.7493506493506493,0.5182349681854248,,0.5182349681854248,0.5182349681854248,0.8339867944203563,,0.8339867944203563,0.8339867944203563,1,1
fullspan_income,fullspan_income_k3,No AC Encoder,single_fullspan_region_proxy,3,none,14.170001071673322,,14.170001071673322,14.170001071673322,3.740246540024167,,3.740246540024167,3.740246540024167,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,0.9260534650956733,,0.9260534650956733,0.9260534650956733,1,1
fullspan_income,fullspan_income_k3,No Recon,single_fullspan_region_proxy,3,none,14.171819937614877,,14.171819937614877,14.171819937614877,3.7404285560524655,,3.7404285560524655,3.7404285560524655,0.0,,0.0,0.0,0.1913565399802221,,0.1913565399802221,0.1913565399802221,0.32857142857142857,,0.32857142857142857,0.32857142857142857,0.7493506493506493,,0.7493506493506493,0.7493506493506493,0.5182349681854248,,0.5182349681854248,0.5182349681854248,0.8339868009741619,,0.8339868009741619,0.8339868009741619,1,1
fullspan_income,fullspan_income_k3,Plain LSTM,single_fullspan_region_proxy,3,none,9.222490486370365,,9.222490486370365,9.222490486370365,2.981170939665938,,2.981170939665938,2.981170939665938,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,1.0986122916069843,,1.0986122916069843,1.0986122916069843,1,1
fullspan_income,fullspan_income_k3,Uniform Lag,single_fullspan_region_proxy,3,none,14.147388641311814,,14.147388641311814,14.147388641311814,3.7369655664004977,,3.7369655664004977,3.7369655664004977,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,0.5183651447296143,,0.5183651447296143,0.5183651447296143,1.0986122916069843,,1.0986122916069843,1.0986122916069843,1,1
reference,reference_overlap_multiseq_k2,CMDL,multiseq_overlap_region_proxy,2,none,32.50127315110249,,32.50127315110249,32.50127315110249,5.6878108729918795,,5.6878108729918795,5.6878108729918795,0.0,,0.0,0.0,1.0941921466157948e-06,,1.0941921466157948e-06,1.0941921466157948e-06,0.0,,-0.0,-0.0,0.0,,-0.0,-0.0,2.5033950805664062e-06,,2.5033950805664062e-06,2.5033950805664062e-06,0.4741719226088996,,0.4741719226088996,0.4741719226088996,1,1
reference,reference_overlap_multiseq_k2,No AC Encoder,multiseq_overlap_region_proxy,2,none,32.50650669466646,,32.50650669466646,32.50650669466646,5.688273597331274,,5.688273597331274,5.688273597331274,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,0.47417472059388677,,0.47417472059388677,0.47417472059388677,1,1
reference,reference_overlap_multiseq_k2,No Recon,multiseq_overlap_region_proxy,2,none,32.501273084016894,,32.501273084016894,32.501273084016894,5.687810867315247,,5.687810867315247,5.687810867315247,0.0,,0.0,0.0,1.0966337877040363e-06,,1.0966337877040363e-06,1.0966337877040363e-06,0.0,,-0.0,-0.0,0.0,,-0.0,-0.0,2.5033950805664062e-06,,2.5033950805664062e-06,2.5033950805664062e-06,0.47417192034022176,,0.47417192034022176,0.47417192034022176,1,1
reference,reference_overlap_multiseq_k2,Plain LSTM,multiseq_overlap_region_proxy,2,none,36.10424830973576,,36.10424830973576,36.10424830973576,5.992405262908766,,5.992405262908766,5.992405262908766,0.0,,0.0,0.0,0.2715449957031299,,0.2715449957031299,0.2715449957031299,-0.09349680926836486,,-0.09349680926836486,-0.09349680926836486,-0.1830706754905046,,-0.1830706754905046,-0.1830706754905046,,,,,0.44813319435429844,,0.44813319435429844,0.44813319435429844,1,1
reference,reference_overlap_multiseq_k2,Uniform Lag,multiseq_overlap_region_proxy,2,none,33.51332746938267,,33.51332746938267,33.51332746938267,5.773320386097545,,5.773320386097545,5.773320386097545,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,2.5033950805664062e-06,,2.5033950805664062e-06,2.5033950805664062e-06,0.6931471805599453,,0.6931471805599453,0.6931471805599453,1,1
reference,reference_overlap_single_k2,CMDL,single_overlap_region_proxy,2,none,29.59657159822333,,29.59657159822333,29.59657159822333,5.4253531240281605,,5.4253531240281605,5.4253531240281605,0.0,,0.0,0.0,2.8818598319384042e-05,,2.8818598319384042e-05,2.8818598319384042e-05,-0.4514452982495545,,-0.4514452982495545,-0.4514452982495545,-0.7599870488517679,,-0.7599870488517679,-0.7599870488517679,7.76052474975586e-05,,7.76052474975586e-05,7.76052474975586e-05,0.47615024294257324,,0.47615024294257324,0.47615024294257324,1,1
