epoch,train_task_loss,train_grad_norm,val_task_loss,val_task_mae,val_task_r2
1.0,0.20871539413928986,5.201448440551758,0.1320524364709854,0.28790007387986405,0.4342379806018985
2.0,0.11665960401296616,1.1830757856369019,0.11806842684745789,0.27183895907597616,0.49310869007384683
3.0,0.1061328649520874,1.4824167490005493,0.10537982732057571,0.2532133576855995,0.5487025338478865
4.0,0.09026508033275604,0.4274921715259552,0.10110454261302948,0.24705402730731293,0.5658161026549705
5.0,0.08643054962158203,1.0666887760162354,0.09187627583742142,0.2358011658466421,0.6035079891922607
6.0,0.08083535730838776,0.0749405026435852,0.09371526539325714,0.24190508433850483,0.5933534321937814
7.0,0.08521350473165512,1.0196573734283447,0.09267859160900116,0.23883804669370876,0.5972637252670083
8.0,0.08367560803890228,0.4098149240016937,0.09584523737430573,0.24171880297129975,0.5832215515391787
9.0,0.08432170003652573,0.7856582403182983,0.09563702344894409,0.24148754395311697,0.5841554920219949
10.0,0.08235026150941849,0.7748560309410095,0.0924481526017189,0.23817801533965394,0.5982887643192119
11.0,0.07791231572628021,0.19274812936782837,0.09238198399543762,0.23926485284930096,0.5989429805799211
12.0,0.07758378982543945,0.6446681022644043,0.09127473831176758,0.23715650400845334,0.6043851498904071
13.0,0.0760563388466835,0.4858744442462921,0.0909886360168457,0.23513700396521017,0.6063487593497718
14.0,0.07462882995605469,0.08142600208520889,0.09265470504760742,0.236923240700271,0.5996631934719017
15.0,0.07536248862743378,0.5178605318069458,0.0924970805644989,0.23668983253417536,0.6006626255635115
16.0,0.07541344314813614,0.4556708037853241,0.09115762263536453,0.23518396775471045,0.6065457482148922
17.0,0.07426724582910538,0.11197500675916672,0.09096268564462662,0.2358677989873104,0.6072693859625174
18.0,0.07491094619035721,0.42748311161994934,0.09073545038700104,0.235790735327173,0.6081412667102306
19.0,0.0745740756392479,0.4717250168323517,0.09008504450321198,0.23431290998356416,0.6108679001848415
20.0,0.07332891970872879,0.17122147977352142,0.09025874733924866,0.23443658991949634,0.6098580345232922
21.0,0.07306933403015137,0.28866440057754517,0.08994380384683609,0.2344220371148549,0.6107633564408746
22.0,0.07237627357244492,0.37602296471595764,0.08848071098327637,0.23310512836789712,0.6165101825852264
23.0,0.07124495506286621,0.13124866783618927,0.08783558011054993,0.23301189709221945,0.6185691261846474
24.0,0.07091572135686874,0.2848011255264282,0.08766823261976242,0.23304177718004213,0.6186217300264862
25.0,0.0709204375743866,0.35397711396217346,0.08724083006381989,0.23282685554353522,0.62005219467448
26.0,0.0701403096318245,0.09288492798805237,0.08767019212245941,0.23372273598564788,0.6178618689208285
