epoch,train_total_loss,train_task_loss,train_recon_loss,train_omega_entropy_penalty,train_omega_entropy_band_violation_share,train_z_anchor_loss,train_grad_norm,val_total_loss,val_task_loss,val_recon_loss,val_omega_entropy_penalty,val_omega_entropy_band_violation_share,val_z_anchor_loss,val_kstar_mae,val_kstar_rmse,val_kstar_spearman_rho,val_kstar_spearman_p,val_z_spearman_rho,val_z_spearman_p,val_proxy_recon_r2,val_omega_entropy_mean,val_omega_peak_accuracy
1.0,0.43063148856163025,0.43063148856163025,1.388851523399353,0.0,0.0,0.0,4.262953758239746,0.34362417459487915,0.34362417459487915,1.3577260971069336,0.0,0.0,0.0,2.668466806411743,2.9186030063756028,0.0,1.0,0.0,1.0,-31.569382579214267,1.8515962382601685,0.075
2.0,0.3248855471611023,0.3248855471611023,1.388799786567688,0.0,0.0,0.0,3.9469664096832275,0.2990274429321289,0.2990274429321289,1.3577370643615723,0.0,0.0,0.0,2.6668152809143066,2.917481107713343,0.0,1.0,0.0,1.0,-31.568968280011344,1.8517049799040568,0.075
3.0,0.23964422941207886,0.23964422941207886,1.388814926147461,0.0,0.0,0.0,2.1150872707366943,0.2579863369464874,0.2579863369464874,1.3577622175216675,0.0,0.0,0.0,2.6619997024536133,2.914292860040989,0.0,1.0,0.0,1.0,-31.568020476662753,1.8510532379924869,0.075
4.0,0.1976243555545807,0.1976243555545807,1.3888497352600098,0.0,0.0,0.0,2.17362642288208,0.2186092585325241,0.2186092585325241,1.3577920198440552,0.0,0.0,0.0,2.6562561988830566,2.9106523867672385,0.0,1.0,0.0,1.0,-31.566915360469817,1.850083118403719,0.075
5.0,0.16549690067768097,0.16549690067768097,1.3888907432556152,0.0,0.0,0.0,2.1108145713806152,0.18345801532268524,0.18345801532268524,1.3578245639801025,0.0,0.0,0.0,2.6500324010849,2.9069073223076694,0.0,1.0,0.0,1.0,-31.565735825321322,1.848803612012342,0.075
6.0,0.1342650055885315,0.1342650055885315,1.3889354467391968,0.0,0.0,0.0,0.654113233089447,0.17818568646907806,0.17818568646907806,1.3578555583953857,0.0,0.0,0.0,2.6440560817718506,2.9035075272240536,0.0,1.0,0.0,1.0,-31.564625597200262,1.8472826020488449,0.375
7.0,0.12905552983283997,0.12905552983283997,1.3889780044555664,0.0,0.0,0.0,1.5191110372543335,0.16770556569099426,0.16770556569099426,1.3578894138336182,0.0,0.0,0.0,2.6376593112945557,2.9000824712351,0.0,1.0,0.0,1.0,-31.563434959588008,1.8454341606421036,0.375
8.0,0.12096447497606277,0.12096447497606277,1.389024257659912,0.0,0.0,0.0,1.5337958335876465,0.15014921128749847,0.15014921128749847,1.357925534248352,0.0,0.0,0.0,2.630924940109253,2.896716507173049,0.0,1.0,0.0,1.0,-31.56219129134058,1.8432628750219522,0.375
9.0,0.10725949704647064,0.10725949704647064,1.3890734910964966,0.0,0.0,0.0,0.5495108366012573,0.14638930559158325,0.14638930559158325,1.3579628467559814,0.0,0.0,0.0,2.624394750595093,2.8935088618788987,0.0,1.0,0.0,1.0,-31.560929788118187,1.8407677146697783,0.375
10.0,0.10438252985477448,0.10438252985477448,1.3891242742538452,0.0,0.0,0.0,1.057832956314087,0.14389245212078094,0.14389245212078094,1.3580020666122437,0.0,0.0,0.0,2.6200860142707825,2.890463504908268,0.0,1.0,0.0,1.0,-31.559639407953767,1.8379363079031907,0.375
11.0,0.09882297366857529,0.09882297366857529,1.3891769647598267,0.0,0.0,0.0,0.8881146907806396,0.14197911322116852,0.14197911322116852,1.3580427169799805,0.0,0.0,0.0,2.6156476736068726,2.88762196806864,0.0,1.0,0.0,1.0,-31.55832023591012,1.8347661353465825,0.375
12.0,0.0936686173081398,0.0936686173081398,1.3892319202423096,0.0,0.0,0.0,0.43365737795829773,0.14190109074115753,0.14190109074115753,1.3580849170684814,0.0,0.0,0.0,2.6111237168312074,2.885035055636226,0.0,1.0,0.0,1.0,-31.55697857089379,1.8312909428168127,0.375
13.0,0.09325292706489563,0.09325292706489563,1.3892886638641357,0.0,0.0,0.0,0.929669201374054,0.13416118919849396,0.13416118919849396,1.3581286668777466,0.0,0.0,0.0,2.6065604209899904,2.8827429771011914,0.0,1.0,0.0,1.0,-31.55562138547621,1.8275444341759646,0.375
14.0,0.08840736001729965,0.08840736001729965,1.3893470764160156,0.0,0.0,0.0,0.6054823398590088,0.1268521100282669,0.1268521100282669,1.3581734895706177,0.0,0.0,0.0,2.601960611343384,2.8807558655915333,0.0,1.0,0.0,1.0,-31.554256770336547,1.8234979812492589,0.375
15.0,0.08527236431837082,0.08527236431837082,1.389406681060791,0.0,0.0,0.0,0.2249496728181839,0.12386827170848846,0.12386827170848846,1.3582193851470947,0.0,0.0,0.0,2.597323215007782,2.879081781793665,0.0,1.0,0.0,1.0,-31.552895306372235,1.8191302698839666,0.375
16.0,0.08560008555650711,0.08560008555650711,1.3894675970077515,0.0,0.0,0.0,0.6658726930618286,0.12010044604539871,0.12010044604539871,1.3582658767700195,0.0,0.0,0.0,2.592646265029907,2.8777288499164366,0.0,1.0,0.0,1.0,-31.551540904256964,1.814420262518541,0.375
17.0,0.08446189761161804,0.08446189761161804,1.3895289897918701,0.0,0.0,0.0,0.5432448983192444,0.11691495776176453,0.11691495776176453,1.3583128452301025,0.0,0.0,0.0,2.587950825691223,2.8767099017365605,0.0,1.0,0.0,1.0,-31.550201662002554,1.8093797597196015,0.375
18.0,0.08272812515497208,0.08272812515497208,1.389590859413147,0.0,0.0,0.0,0.24976041913032532,0.11637862771749496,0.11637862771749496,1.358359932899475,0.0,0.0,0.0,2.583274555206299,2.8760333939944,0.0,1.0,0.0,1.0,-31.548885083277472,1.8040748491260437,0.375
19.0,0.08226793259382248,0.08226793259382248,1.3896528482437134,0.0,0.0,0.0,0.5128303170204163,0.11559421569108963,0.11559421569108963,1.3584071397781372,0.0,0.0,0.0,2.5786223888397215,2.875695592983118,0.0,1.0,0.0,1.0,-31.54759410729713,1.798515784227795,0.375
20.0,0.08110294491052628,0.08110294491052628,1.3897145986557007,0.0,0.0,0.0,0.5143429636955261,0.11398641020059586,0.11398641020059586,1.3584541082382202,0.0,0.0,0.0,2.574037420749664,2.875689930796813,0.0,1.0,0.0,1.0,-31.54633366656144,1.7927853233081847,0.375
21.0,0.07941564172506332,0.07941564172506332,1.3897759914398193,0.0,0.0,0.0,0.18580681085586548,0.11353855580091476,0.11353855580091476,1.3585007190704346,0.0,0.0,0.0,2.569517970085144,2.8760023004686714,0.0,1.0,0.0,1.0,-31.545105833308273,1.786885094404227,0.375
22.0,0.07872466742992401,0.07872466742992401,1.3898369073867798,0.0,0.0,0.0,0.32326897978782654,0.11340989172458649,0.11340989172458649,1.3585469722747803,0.0,0.0,0.0,2.565061962604523,2.8766192323687703,0.0,1.0,0.0,1.0,-31.543914704792854,1.780819431798194,0.375
23.0,0.07867144793272018,0.07867144793272018,1.3898969888687134,0.0,0.0,0.0,0.49374642968177795,0.11230257153511047,0.11230257153511047,1.3585925102233887,0.0,0.0,0.0,2.5607096314430238,2.877517761735985,0.0,1.0,0.0,1.0,-31.542763813999915,1.774680690195122,0.375
24.0,0.07719104737043381,0.07719104737043381,1.389955997467041,0.0,0.0,0.0,0.32203787565231323,0.11148781329393387,0.11148781329393387,1.3586370944976807,0.0,0.0,0.0,2.5565179109573366,2.8786593549234576,0.0,1.0,0.0,1.0,-31.541656218032525,1.768590399022847,0.375
25.0,0.07608038187026978,0.07608038187026978,1.3900134563446045,0.0,0.0,0.0,0.12908455729484558,0.11127248406410217,0.11127248406410217,1.3586803674697876,0.0,0.0,0.0,2.5525343656539916,2.8799951297214497,0.0,1.0,0.0,1.0,-31.540596381759755,1.7626568515614196,0.375
26.0,0.07565511018037796,0.07565511018037796,1.3900693655014038,0.0,0.0,0.0,0.3508657217025757,0.11011951416730881,0.11011951416730881,1.3587223291397095,0.0,0.0,0.0,2.5487924337387087,2.8814722737208354,0.0,1.0,0.0,1.0,-31.53958805373939,1.7569753263434464,0.375
27.0,0.07526572048664093,0.07526572048664093,1.3901233673095703,0.0,0.0,0.0,0.33608099818229675,0.10830923169851303,0.10830923169851303,1.3587629795074463,0.0,0.0,0.0,2.5453569889068604,2.8830178296315427,0.0,1.0,0.0,1.0,-31.538633935985885,1.7516970979367579,0.375
28.0,0.07456286251544952,0.07456286251544952,1.390175223350525,0.0,0.0,0.0,0.13246016204357147,0.10717431455850601,0.10717431455850601,1.3588016033172607,0.0,0.0,0.0,2.5422539949417113,2.8845694141215383,0.0,1.0,0.0,1.0,-31.53773173532925,1.7469075295190624,0.375
29.0,0.07415004819631577,0.07415004819631577,1.3902246952056885,0.0,0.0,0.0,0.2453644722700119,0.10647682100534439,0.10647682100534439,1.358838438987732,0.0,0.0,0.0,2.539425802230835,2.8861120255561232,0.0,1.0,0.0,1.0,-31.536883042639584,1.7425326769328748,0.375
30.0,0.07343017309904099,0.07343017309904099,1.3902719020843506,0.0,0.0,0.0,0.30208247900009155,0.10590272396802902,0.10590272396802902,1.3588736057281494,0.0,0.0,0.0,2.536850380897522,2.887623147814905,0.0,1.0,0.0,1.0,-31.536086679973746,1.7385508225519843,0.375
31.0,0.07268218696117401,0.07268218696117401,1.3903168439865112,0.0,0.0,0.0,0.14408764243125916,0.10594015568494797,0.10594015568494797,1.358906865119934,0.0,0.0,0.0,2.5345828771591186,2.889037414671284,0.0,1.0,0.0,1.0,-31.53534059342788,1.735106298418548,0.375
32.0,0.07196319848299026,0.07196319848299026,1.3903592824935913,0.0,0.0,0.0,0.13631048798561096,0.10600372403860092,0.10600372403860092,1.358938455581665,0.0,0.0,0.0,2.532626223564148,2.8903207924267598,0.0,1.0,0.0,1.0,-31.53464484355531,1.732228908449099,0.375
33.0,0.07184373587369919,0.07184373587369919,1.3903992176055908,0.0,0.0,0.0,0.26535189151763916,0.10512519627809525,0.10512519627809525,1.3589681386947632,0.0,0.0,0.0,2.530976486206055,2.891448145835505,0.0,1.0,0.0,1.0,-31.53399716289539,1.7299383838782263,0.375
34.0,0.07125253230333328,0.07125253230333328,1.3904370069503784,0.0,0.0,0.0,0.18558497726917267,0.10386699438095093,0.10386699438095093,1.3589959144592285,0.0,0.0,0.0,2.529556059837341,2.8924519513759255,0.0,1.0,0.0,1.0,-31.533393254009855,1.728088245116379,0.375
35.0,0.07057419419288635,0.07057419419288635,1.390472412109375,0.0,0.0,0.0,0.09932563453912735,0.10291863977909088,0.10291863977909088,1.3590221405029297,0.0,0.0,0.0,2.52833890914917,2.893336483304864,0.0,1.0,0.0,1.0,-31.53282979620425,1.726649939130067,0.375
36.0,0.07078962028026581,0.07078962028026581,1.3905055522918701,0.0,0.0,0.0,0.21360604465007782,0.10213495045900345,0.10213495045900345,1.3590470552444458,0.0,0.0,0.0,2.5273125886917116,2.8940998042036155,0.0,1.0,0.0,1.0,-31.53230275300754,1.7256018521142764,0.375
37.0,0.06990513950586319,0.06990513950586319,1.390536904335022,0.0,0.0,0.0,0.18574602901935577,0.10167694091796875,0.10167694091796875,1.3590701818466187,0.0,0.0,0.0,2.526435077190399,2.8947651145129507,0.0,1.0,0.0,1.0,-31.531816161658316,1.724874829361147,0.375
38.0,0.06925792247056961,0.06925792247056961,1.390566110610962,0.0,0.0,0.0,0.04329505190253258,0.10160569846630096,0.10160569846630096,1.3590917587280273,0.0,0.0,0.0,2.5256807684898375,2.8953463402542163,0.0,1.0,0.0,1.0,-31.53136422831623,1.7244185149642632,0.375
39.0,0.06868460029363632,0.06868460029363632,1.3905935287475586,0.0,0.0,0.0,0.18560141324996948,0.10123027861118317,0.10123027861118317,1.3591119050979614,0.0,0.0,0.0,2.525028741359711,2.8958556965021995,0.0,1.0,0.0,1.0,-31.530945508553902,1.7241903827840503,0.375
40.0,0.06844973564147949,0.06844973564147949,1.390618920326233,0.0,0.0,0.0,0.1800154596567154,0.10065975785255432,0.10065975785255432,1.359130620956421,0.0,0.0,0.0,2.5245768785476685,2.8962124613641897,0.0,1.0,0.0,1.0,-31.53055696869983,1.7243821413525342,0.375
41.0,0.06751549243927002,0.06751549243927002,1.3906426429748535,0.0,0.0,0.0,0.060511715710163116,0.10054290294647217,0.10054290294647217,1.3591480255126953,0.0,0.0,0.0,2.5241870641708375,2.896522718227277,0.0,1.0,0.0,1.0,-31.530204833255258,1.7247346626459688,0.375
42.0,0.06714864820241928,0.06714864820241928,1.3906644582748413,0.0,0.0,0.0,0.15994210541248322,0.10075284540653229,0.10075284540653229,1.3591636419296265,0.0,0.0,0.0,2.5238611936569213,2.8967838451945487,0.0,1.0,0.0,1.0,-31.529883202066003,1.7252371184401434,0.375
43.0,0.06658105552196503,0.06658105552196503,1.3906843662261963,0.0,0.0,0.0,0.1171201542019844,0.10126560181379318,0.10126560181379318,1.3591781854629517,0.0,0.0,0.0,2.5236798763275146,2.8969298338677287,0.0,1.0,0.0,1.0,-31.529588315684197,1.7260647126251065,0.375
44.0,0.06634659320116043,0.06634659320116043,1.390702486038208,0.0,0.0,0.0,0.07168518751859665,0.10175824910402298,0.10175824910402298,1.359191656112671,0.0,0.0,0.0,2.523605239391327,2.8969900726216933,0.0,1.0,0.0,1.0,-31.5293148918844,1.727128508983403,0.375
45.0,0.06532680243253708,0.06532680243253708,1.3907196521759033,0.0,0.0,0.0,0.17250479757785797,0.10149627178907394,0.10149627178907394,1.3592041730880737,0.0,0.0,0.0,2.5236084938049315,2.8969874442598735,0.0,1.0,0.0,1.0,-31.52906459720586,1.728374726934937,0.375
46.0,0.06460772454738617,0.06460772454738617,1.390735387802124,0.0,0.0,0.0,0.07494127750396729,0.1011320948600769,0.1011320948600769,1.3592158555984497,0.0,0.0,0.0,2.523654341697693,2.8969504331451956,0.0,1.0,0.0,1.0,-31.528831822185655,1.729730636144799,0.375
47.0,0.06373994797468185,0.06373994797468185,1.3907498121261597,0.0,0.0,0.0,0.128043532371521,0.10095630586147308,0.10095630586147308,1.3592263460159302,0.0,0.0,0.0,2.523713743686676,2.896902527623594,0.0,1.0,0.0,1.0,-31.528620776946372,1.7311488951941438,0.375
48.0,0.06320995837450027,0.06320995837450027,1.3907630443572998,0.0,0.0,0.0,0.09286605566740036,0.101206474006176,0.101206474006176,1.3592360019683838,0.0,0.0,0.0,2.5238076567649843,2.896826899012697,0.0,1.0,0.0,1.0,-31.52843247589198,1.7326861757954823,0.375
49.0,0.06244465708732605,0.06244465708732605,1.3907750844955444,0.0,0.0,0.0,0.12138430774211884,0.10133205354213715,0.10133205354213715,1.3592445850372314,0.0,0.0,0.0,2.5239375114440916,2.8967225461346793,0.0,1.0,0.0,1.0,-31.52826056293841,1.7343346730464357,0.375
50.0,0.06193292513489723,0.06193292513489723,1.390786051750183,0.0,0.0,0.0,0.13148418068885803,0.10137610882520676,0.10137610882520676,1.3592524528503418,0.0,0.0,0.0,2.5240774512290955,2.896610374176858,0.0,1.0,0.0,1.0,-31.52810449656847,1.7360485716657579,0.375
51.0,0.06140295788645744,0.06140295788645744,1.3907958269119263,0.0,0.0,0.0,0.09397141635417938,0.10213903337717056,0.10213903337717056,1.359259843826294,0.0,0.0,0.0,2.524195897579193,2.896515662184756,0.0,1.0,0.0,1.0,-31.527960279503485,1.7377737133567295,0.375
52.0,0.060326650738716125,0.060326650738716125,1.3908050060272217,0.0,0.0,0.0,0.08660570532083511,0.10335896909236908,0.10335896909236908,1.3592664003372192,0.0,0.0,0.0,2.524284911155701,2.8964446248506954,0.0,1.0,0.0,1.0,-31.52782969200179,1.7394890400494654,0.375
53.0,0.059777773916721344,0.059777773916721344,1.3908133506774902,0.0,0.0,0.0,0.13371796905994415,0.10348068177700043,0.10348068177700043,1.3592727184295654,0.0,0.0,0.0,2.5243541836738586,2.8963894248004443,0.0,1.0,0.0,1.0,-31.527707655631957,1.7411962193183093,0.375
54.0,0.05908796191215515,0.05908796191215515,1.3908212184906006,0.0,0.0,0.0,0.04875252768397331,0.10319402813911438,0.10319402813911438,1.359278917312622,0.0,0.0,0.0,2.524396562576294,2.8963556908075914,0.0,1.0,0.0,1.0,-31.5275860186368,1.7428743708895404,0.375
55.0,0.05831914395093918,0.05831914395093918,1.390829086303711,0.0,0.0,0.0,0.13100366294384003,0.10311973094940186,0.10311973094940186,1.3592849969863892,0.0,0.0,0.0,2.5243677735328673,2.896378604189774,0.0,1.0,0.0,1.0,-31.52746467481613,1.744434365453389,0.375
56.0,0.05725310742855072,0.05725310742855072,1.3908369541168213,0.0,0.0,0.0,0.11900588870048523,0.10232782363891602,0.10232782363891602,1.3592910766601562,0.0,0.0,0.0,2.5242861986160277,2.8964435982714534,0.0,1.0,0.0,1.0,-31.527347458438822,1.745907764710558,0.375
57.0,0.05652308836579323,0.05652308836579323,1.3908443450927734,0.0,0.0,0.0,0.05240560322999954,0.1019180491566658,0.1019180491566658,1.3592970371246338,0.0,0.0,0.0,2.5241142868995667,2.896580896931113,0.0,1.0,0.0,1.0,-31.527231557299416,1.7472233247437523,0.375
