epoch,train_task_loss,train_grad_norm,val_task_loss,val_task_mae,val_task_r2
1.0,0.5343105792999268,5.418028831481934,0.4932313859462738,0.5712520761706401,-1.8259865062586482
2.0,0.44662657380104065,6.231317520141602,0.35676854848861694,0.47777191481669434,-1.0408612281204601
3.0,0.3082444965839386,4.03106164932251,0.2741672098636627,0.41451193077606147,-0.5645138223214979
4.0,0.219674751162529,1.8371576070785522,0.23645491898059845,0.38737285838346,-0.3471526149900942
5.0,0.1814565360546112,2.4782731533050537,0.19601945579051971,0.355227980267955,-0.11513113217983299
6.0,0.14163556694984436,1.384688138961792,0.18040186166763306,0.3366706825408619,-0.027026812829584225
7.0,0.1247594878077507,1.341130256652832,0.1705147922039032,0.3276283216977026,0.028355038776024515
8.0,0.11336679011583328,1.5318491458892822,0.15849906206130981,0.31811817417270505,0.09654251699061064
9.0,0.09700385481119156,0.5275712013244629,0.16135379672050476,0.324454789593583,0.07942489918454528
10.0,0.09353677183389664,1.0340741872787476,0.1578684002161026,0.3203432741609868,0.09880476607209392
11.0,0.08883494883775711,1.0068507194519043,0.14501455426216125,0.30513326586107725,0.17219113341967154
12.0,0.08174481987953186,0.30171623826026917,0.13659729063510895,0.29519488622318024,0.22037285655923858
13.0,0.08110809326171875,0.8699774146080017,0.12884722650051117,0.2869708402536344,0.26516262656828415
14.0,0.07789574563503265,0.6974976062774658,0.12356250733137131,0.28094789025257344,0.2959068439413627
15.0,0.0747973769903183,0.2721219062805176,0.12181631475687027,0.2790633529878687,0.30606380123173355
16.0,0.07491105049848557,0.7235927581787109,0.11689767241477966,0.27330411422881296,0.3341202448885117
17.0,0.07289453595876694,0.612215518951416,0.11029966920614243,0.2650173880823422,0.3715888545970354
18.0,0.07046209275722504,0.13205201923847198,0.10634513944387436,0.26028226579655894,0.3938384561214531
19.0,0.07062917202711105,0.5075439810752869,0.10353392362594604,0.2570049639616627,0.40974485756550233
20.0,0.07032015919685364,0.5884242057800293,0.10092528909444809,0.2540113954676781,0.42475483900203514
21.0,0.06854769587516785,0.24842524528503418,0.09987539798021317,0.2535762177372817,0.43090365745016257
22.0,0.06800477206707001,0.28482213616371155,0.09886306524276733,0.2531645809637848,0.4367351466512428
23.0,0.06819037348031998,0.4895871877670288,0.09624402970075607,0.25018313440144996,0.4516072693511385
24.0,0.06717139482498169,0.331863135099411,0.09372372180223465,0.24680253397789784,0.4657597385405531
25.0,0.06644068658351898,0.13414178788661957,0.09244998544454575,0.24494012160808779,0.47272457599107953
26.0,0.06644021719694138,0.3776361346244812,0.09135232865810394,0.2436321864335332,0.4787772023642205
27.0,0.06597733497619629,0.3671216368675232,0.09056276082992554,0.24287259650067428,0.4831826271133428
28.0,0.06520986557006836,0.0987769365310669,0.09083560854196548,0.24321478078258224,0.4815397740100841
29.0,0.06501355022192001,0.24925954639911652,0.09078820794820786,0.24314604257815517,0.48170468943713285
30.0,0.06487593054771423,0.3487895429134369,0.08944980055093765,0.24140398752992043,0.48923608487595127
31.0,0.06418342143297195,0.17594820261001587,0.08812925219535828,0.2396715699660126,0.4966791380042778
32.0,0.0636502280831337,0.1497131735086441,0.08753924071788788,0.23878197506652213,0.5000190162930399
33.0,0.06368722021579742,0.29714977741241455,0.08728504180908203,0.23855904699885286,0.5015247694632341
34.0,0.06317751854658127,0.19496379792690277,0.08766740560531616,0.23916241634287871,0.49939909754815115
35.0,0.0626268982887268,0.10379110276699066,0.08829400688409805,0.2400061316823121,0.49578669015654897
36.0,0.0626244843006134,0.25749877095222473,0.08804637938737869,0.23950855191214943,0.4970403972246145
37.0,0.06202138587832451,0.1719827651977539,0.08750569820404053,0.23833913178066723,0.4998713592182396
38.0,0.061540860682725906,0.08354312926530838,0.08758044987916946,0.2381848754209932,0.4991605113128916
39.0,0.0613337941467762,0.2272305190563202,0.08813248574733734,0.23887726529850625,0.4957637657893752
40.0,0.06081952527165413,0.13400211930274963,0.08915799856185913,0.24055935548036358,0.4896944823000811
41.0,0.060420017689466476,0.11298274993896484,0.08974937349557877,0.24147536728880367,0.4860720414905903
42.0,0.060044270008802414,0.199947327375412,0.08932506293058395,0.24083346980973147,0.4881806676586401
43.0,0.05949348956346512,0.050262100994586945,0.08925517648458481,0.24039929042453878,0.4882148280439302
44.0,0.059317830950021744,0.17975768446922302,0.08979316800832748,0.24116534608765505,0.4847056697354982
45.0,0.05897041782736778,0.14338664710521698,0.09086219221353531,0.2428370213427115,0.4780882444431912
46.0,0.05833292007446289,0.1076304018497467,0.09159830957651138,0.24373972833738664,0.47335483801865186
47.0,0.05820353329181671,0.15232859551906586,0.09147607535123825,0.2432674787484575,0.4735727630657841
48.0,0.05767315626144409,0.03963015601038933,0.09156704694032669,0.24303126640501432,0.47264183785476693
49.0,0.05710892379283905,0.15300369262695312,0.09205812215805054,0.24377090707072058,0.4694332545979026
50.0,0.056797172874212265,0.023439040407538414,0.09272653609514236,0.24479506122064776,0.4652229620249164
51.0,0.05633002519607544,0.1331644356250763,0.0927518904209137,0.24468290448305197,0.4646893853729071
52.0,0.05573989450931549,0.03931250050663948,0.09294145554304123,0.24481058414210566,0.4632023420302769
53.0,0.05526794493198395,0.12354397773742676,0.0935864970088005,0.2459229073591996,0.4590074817631554
